level	enamiĝis al iu knabino	किसी लड़की से प्यार हो गया	fell in love with some girl	grupo	0    	0000-00-00 00:00:00
level	ĉu vi enamiĝis al knabino?	क्या आपको किसी लड़की से प्यार हो गया?	did you fall in love with a girl?	grupo	0    	0000-00-00 00:00:00
level	ne certas ĉu mi enamiĝis	मुझे यकीन नहीं है कि मुझे प्यार हो गया	is not sure if I fell in love	grupo	0    	0000-00-00 00:00:00
level	ne certas, sed sentiĝas bone	निश्चित नहीं है, लेकिन अच्छा लगता है	is not sure, but it feels good	grupo	0    	0000-00-00 00:00:00
level	mi ne certas ĉu mi jam enamiĝis	मुझे अभी तक यकीन नहीं है कि मैं प्यार में हूँ	I'm not sure if I'm in love yet	grupo	0    	0000-00-00 00:00:00
level	sed sentiĝas tre bone	लेकिन यह बहुत अच्छा लगता है	but it feels very good	grupo	0    	0000-00-00 00:00:00
level	ŝi eĉ kisis min	उसने मुझे चूमा भी	she even kissed me	grupo	0    	0000-00-00 00:00:00
level	kisis min sur la buŝon	मेरे होठों पर चूमा	kissed me on the lips	grupo	0    	0000-00-00 00:00:00
level	eĉ kisis min dum labambo	यहां तक कि ला बाम्बा के दौरान मुझे चूमा भी	even kissed me during La Bamba	grupo	0    	0000-00-00 00:00:00
level	mirinde kian kison	अद्भुत क्या चुंबन है	amazing what a kiss	grupo	0    	0000-00-00 00:00:00
level	kian kison ŝi donis!	उसने क्या चुम्बन दिया!	what a kiss she gave!	grupo	0    	0000-00-00 00:00:00
level	bonege! nun mi komprenas	महान! अब मुझे समझ आई	great! now I understand	grupo	0    	0000-00-00 00:00:00
level	komprenas kial vi elradias	समझता है कि आप विकिरण क्यों कर रहे हैं	understands why you are radiating	grupo	0    	0000-00-00 00:00:00
level	vi elradias tiom da ĝojo	आप बहुत खुशी प्रकट करते हैं	you exude so much joy	grupo	0    	0000-00-00 00:00:00
level	fakte, io simila okazis	दरअसल हुआ भी कुछ ऐसा ही	in fact, something similar happened	grupo	0    	0000-00-00 00:00:00
level	io simila okazis al mi	मेरे साथ भी कुछ ऐसा ही हुआ	something similar happened to me	grupo	0    	0000-00-00 00:00:00
level	sed mi pensis ke ~	लेकिन मैंने सोचा कि ~	but I thought that ~	grupo	0    	0000-00-00 00:00:00
level	pensis ke vi ne ŝatas ~	सोचा तुम्हें पसंद नहीं आया ~	thought you didn't like ~	grupo	0    	0000-00-00 00:00:00
level	vi ne ŝatas labambumi	आपको ला बाम्बा पर नृत्य पसंद नहीं है	you don't like dance on La Bamba	grupo	0    	0000-00-00 00:00:00
level	prave, ne okazis	ठीक है, ऐसा नहीं हुआ	right, it didn't happen	grupo	0    	0000-00-00 00:00:00
level	okazis en la dancejo	डांस फ्लोर में हुआ	happened in the dance floor	grupo	0    	0000-00-00 00:00:00
level	ne okazis en dancejo	यह डांस फ्लोर पर नहीं हुआ	it didn't happen on a dance floor	grupo	0    	0000-00-00 00:00:00
level	sed en la Gufujo	लेकिन चाय लाउंज में(उल्लूरी)	but in the tea launge(Owlery)	grupo	0    	0000-00-00 00:00:00
level	kaj ne estis kiso	और यह चुंबन नहीं था	and it was not kiss	grupo	0    	0000-00-00 00:00:00
level	ne kiso sed tamen io ĝojiga	चुंबन नहीं लेकिन फिर भी कुछ संतुष्टिदायक	not a kiss but still something gratifying	grupo	0    	0000-00-00 00:00:00
level	sed tamen io tre ĝojiga	लेकिन फिर भी कुछ बहुत आनंददायक है	but nevertheless something very joyful	grupo	0    	0000-00-00 00:00:00
level	do, rakontu!	तो बताओ!	so, tell!	grupo	0    	0000-00-00 00:00:00
level	mi ne scias kion diri	मैं नहीं जानता कि मैं क्या कहूं	I don't know what to say	grupo	0    	0000-00-00 00:00:00
level	ne scias kion diri vere	वास्तव में मुझे नहीं पता कि क्या कहना है	don't know what to say really	grupo	0    	0000-00-00 00:00:00
level	nenio speciala okazis	कुछ खास नहीं हुआ	nothing special happened	grupo	0    	0000-00-00 00:00:00
level	almenaŭ ankoraŭ ne okazis	कम से कम यह अभी तक नहीं हुआ है	at least it hasn't happened yet	grupo	0    	0000-00-00 00:00:00
level	sed mi iel sentis ~	लेकिन मुझे किसी तरह ~ महसूस हुआ	but I somehow felt ~	grupo	0    	0000-00-00 00:00:00
level	sentis ke ŝi tre ŝatas min	लगा कि वह मुझे बहुत पसंद करती है	felt that she likes me very much	grupo	0    	0000-00-00 00:00:00
level	iel sentis ke ŝi tre ŝatas min	किसी तरह लगा कि वह मुझे बहुत पसंद करती है	somehow felt that she likes me very much	grupo	0    	0000-00-00 00:00:00
level	ŝi ŝatas min kaj mi ŝin	वह मुझे पसंद करती है और मैं उसे पसंद करता हूं	she likes me and I like her	grupo	0    	0000-00-00 00:00:00
level	ni longe babilis pri ~	हमने ~ के बारे में काफी देर तक बातचीत की	we chatted for a long time about ~	grupo	0    	0000-00-00 00:00:00
level	longe babilis pri muziko	संगीत के बारे में लंबी बातचीत हुई	had a long chat about music	grupo	0    	0000-00-00 00:00:00
level	kaj poste kantis kune	और फिर साथ में गाया	and then sang together	grupo	0    	0000-00-00 00:00:00
level	mi pensas ke ŝi flirtumis	मुझे लगता है वह फ़्लर्ट कर रही थी	I think she was flirting	grupo	0    	0000-00-00 00:00:00
level	ŝi flirtumis kun mi	वह मेरे साथ फ़्लर्ट कर रही थी	she was flirting with me	grupo	0    	0000-00-00 00:00:00
level	estis tre agrable	यह बहुत प्यारा था	it was very nice	grupo	0    	0000-00-00 00:00:00
level	kiel diras via amiko de Kanado	जैसा कि कनाडा से आपका मित्र कहता है	as your friend from Canada says	grupo	0    	0000-00-00 00:00:00
level	"Malfeke!", kiel diras amiko de Kanado	&quot;बहुत अच्छा!&quot;, जैसा कि कनाडा से एक मित्र कहता है	"Shit good!", as a friend from Canada says	grupo	0    	0000-00-00 00:00:00
level	jes, vere! mi esperas ~	हाँ सच! मुझे आशा है~	yes, really! I hope ~	grupo	0    	0000-00-00 00:00:00
level	renkonti ŝin baldaŭ denove	जल्द ही उससे दोबारा मिलने के लिए	to meet her again soon	grupo	0    	0000-00-00 00:00:00
level	esperas renkonti ŝin denove	उससे दोबारा मिलने की उम्मीद है	hopes to meet her again	grupo	0    	0000-00-00 00:00:00
level	mi esperas renkonti ŝin baldaŭ	मुझे उम्मीद है कि मैं जल्द ही उनसे मिलूंगा	I hope to meet her soon	grupo	0    	0000-00-00 00:00:00
level	same mi	मैं भी	same me	grupo	0    	0000-00-00 00:00:00
level	ĉe lago proksime de ~	~ के पास एक झील पर	at a lake near ~	grupo	0    	0000-00-00 00:00:00
level	lago proksime de kongresejo	कांग्रेस स्थल के पास एक झील	a lake near a congress place	grupo	0    	0000-00-00 00:00:00
level	proksime de la kongresejo	कांग्रेस हॉल के पास	near the congress hall	grupo	0    	0000-00-00 00:00:00
level	ho, ankaŭ vi estas ~	ओह, आप भी ~ हैं	oh, you are too ~	grupo	0    	0000-00-00 00:00:00
level	ankaŭ vi estas ĉi tie!?	आप भी यहाँ हैं!?	you are here too!?	grupo	0    	0000-00-00 00:00:00
level	jes, mi renkontos ~	हाँ, मैं मिलूँगा ~	yes, I will meet ~	grupo	0    	0000-00-00 00:00:00
level	renkontos amikon ĉi tie baldaŭ	जल्द ही यहां एक मित्र से मुलाकात होगी	will meet a friend here soon	grupo	0    	0000-00-00 00:00:00
level	por privata interparolo	एक निजी बातचीत के लिए	for a private conversation	grupo	0    	0000-00-00 00:00:00
level	renkontos amikon por privata interparolo	निजी बातचीत के लिए किसी मित्र से मुलाकात होगी	will meet a friend for a private conversation	grupo	0    	0000-00-00 00:00:00
level	do, mi ŝatus peti vin ~	तो, मैं आपसे पूछना चाहूँगा ~	so, I would like to ask you ~	grupo	0    	0000-00-00 00:00:00
level	mi ŝatus peti vin foriri	मैं आपसे जाने के लिए कहना चाहूँगा	I'd like to ask you to leave	grupo	0    	0000-00-00 00:00:00
level	nu, tio ne eblas	खैर, यह संभव नहीं है	well, that's not possible	grupo	0    	0000-00-00 00:00:00
level	tute ne eblas fakte	वास्तव में बिल्कुल भी संभव नहीं है	is not possible at all actually	grupo	0    	0000-00-00 00:00:00
level	kial? estas tre grava por mi!	क्यों? यह मेरे लिए बहुत महत्वपूर्ण है!	why? it is very important to me!	grupo	0    	0000-00-00 00:00:00
level	tiu ĉi renkonto estas tre grava	यह बैठक बहुत महत्वपूर्ण है	this meeting is very important	grupo	0    	0000-00-00 00:00:00
level	do, bonvolu lasi min	तो कृपया मुझे जाने दो	so please let me go	grupo	0    	0000-00-00 00:00:00
level	bonvolu lasi min sola	कृपया मुझे अकेला छोड़ दो	please leave me alone	grupo	0    	0000-00-00 00:00:00
level	kiel mi ĵus diris,	जैसे मैंने अभी कहा,	like I just said,	grupo	0    	0000-00-00 00:00:00
level	mi diris, tio ne eblas	मैंने कहा, यह संभव नहीं है	I said, that is not possible	grupo	0    	0000-00-00 00:00:00
level	amiko de mi baldaŭ aperos	मेरा एक दोस्त जल्द ही सामने आएगा	a friend of mine will appear soon	grupo	0    	0000-00-00 00:00:00
level	ĉar ankaŭ amiko baldaŭ aperos	क्योंकि जल्द ही एक दोस्त भी सामने आएगा	because a friend will soon appear too	grupo	0    	0000-00-00 00:00:00
level	ankaŭ amiko aperos ĉi tie	एक मित्र भी यहां दिखाई देगा	a friend will also appear here	grupo	0    	0000-00-00 00:00:00
level	damne, tipe ke ĝuste nun	लानत है, आम तौर पर अभी यही	damn, typically that right now	grupo	0    	0000-00-00 00:00:00
level	fakte temas pri la knabino	असल में यह लड़की के बारे में है	actually it's about the girl	grupo	0    	0000-00-00 00:00:00
level	la knabino, pri kiu mi rakontis	जिस लड़की के बारे में मैंने बताया था	the girl, whom I told about	grupo	0    	0000-00-00 00:00:00
level	ŝia nomo estas Jesi cetere	वैसे उसका नाम जेसी है	her name is Jesi by the way	grupo	0    	0000-00-00 00:00:00
level	gekaraj! bonege ke vi povis veni	लड़के और लड़कियां! बहुत अच्छा है कि आप आ सके	boys and girls! great that you could come	grupo	0    	0000-00-00 00:00:00
level	mi tiom ĝojas vidi vin	मैं आप को देख कर बहुत प्रसन्न हूँ	I'm so glad to see you	grupo	0    	0000-00-00 00:00:00
level	mi ĝojas vidi vin denove	मैं तुम्हें दोबारा देखकर खुशी हुई	I'm glad to see you again	grupo	0    	0000-00-00 00:00:00
level	sed, vi aspektas ~	लेकिन, तुम देखो ~	but, you look ~	grupo	0    	0000-00-00 00:00:00
level	vi aspektas ŝokitaj kaj konfuzitaj	आप हैरान और भ्रमित दिख रहे हैं	you look shocked and confused	grupo	0    	0000-00-00 00:00:00
level	ŝokita kaj iel konfuzita	हैरान और किसी तरह भ्रमित	shocked and somehow confused	grupo	0    	0000-00-00 00:00:00
level	evidente	ज़ाहिर तौर से	obviously	grupo	0    	0000-00-00 00:00:00
level	do, mi supozas ke ~	तो, मुझे लगता है ~	so, I guess ~	grupo	0    	0000-00-00 00:00:00
level	vi jam ekkomprenis	तुम्हें यह पहले ही मिल चुका है	you already got it	grupo	0    	0000-00-00 00:00:00
level	ekkomprenis kiel statas, ĉu?	समझें कि यह कैसा है, है ना?	understand how it is, right?	grupo	0    	0000-00-00 00:00:00
level	supozas ke vi jam komprenis	अनुमान है कि आप पहले ही समझ चुके हैं	guess you already understood	grupo	0    	0000-00-00 00:00:00
level	jam ekkomprenis kiel statas	पहले से ही समझ गया कि यह कैसा है	already understood how it is	grupo	0    	0000-00-00 00:00:00
level	mi nenion komprenas!	मुझे कुछ समझ नहीं आ रहा!	I don't understand anything!	grupo	0    	0000-00-00 00:00:00
level	mi pensas ke mi ne volas ~	मुझे लगता है मैं नहीं चाहता ~	I think I don't want ~	grupo	0    	0000-00-00 00:00:00
level	ne volas kompreni	समझना नहीं चाहता	doesn't want to understand	grupo	0    	0000-00-00 00:00:00
level	mi ne volas kompreni	मैं समझना नहीं चाहता	I don't want to understand	grupo	0    	0000-00-00 00:00:00
level	sed ne estas komplike!	लेकिन यह जटिल नहीं है!	but it's not complicated!	grupo	0    	0000-00-00 00:00:00
level	lasu al mi klarigi	मुझे समझाने दो	let me explain	grupo	0    	0000-00-00 00:00:00
level	kiam Ina rakontis al mi	जब इना ने मुझे बताया	when Ina told me	grupo	0    	0000-00-00 00:00:00
level	rakontis al mi pri sia amiko	मुझे अपने ही दोस्त के बारे में बताया	told me about his own friend	grupo	0    	0000-00-00 00:00:00
level	amiko kiu lernis Esperanton	एक मित्र जिसने एस्पेरान्तो सीखा	a friend who learned Esperanto	grupo	0    	0000-00-00 00:00:00
level	lernis Esperanton tre rapide	एस्पेरान्तो बहुत जल्दी सीख लिया	learned Esperanto very quickly	grupo	0    	0000-00-00 00:00:00
level	amiko kiu nomiĝas Kabe	एक मित्र जिसका नाम काबे है	a friend who is called Kabe	grupo	0    	0000-00-00 00:00:00
level	mi kaptis ke ~	मैंने उसे पकड़ लिया है~	I have caught that ~	grupo	0    	0000-00-00 00:00:00
level	mi kaptis ke vi du jam konas	मैं समझ गया कि तुम दोनों एक दूसरे को पहले से ही जानते हो	I understood that you two already know each other	grupo	0    	0000-00-00 00:00:00
level	vi du jam konas unu la alian	आप दोनों एक दूसरे को पहले से ही जानते हैं	you two already know each other	grupo	0    	0000-00-00 00:00:00
level	jes, sed. sed kio?	हाँ लेकिन। क्या पर?	yes, but. but what?	grupo	0    	0000-00-00 00:00:00
level	havis la impreson ke ~	ऐसा आभास हुआ कि ~	had the impression that ~	grupo	0    	0000-00-00 00:00:00
level	ni ambaŭ havis la impreson	हम दोनों को आभास था	we both had the impression	grupo	0    	0000-00-00 00:00:00
level	vi flirtumis kun ni, kaj	आपने हमारे साथ फ़्लर्ट किया, और	you flirted with us, and	grupo	0    	0000-00-00 00:00:00
level	la impreson ke vi flirtumis kun ni	ऐसा आभास हुआ कि आप हमारे साथ फ़्लर्ट कर रहे थे	the impression that you were flirting with us	grupo	0    	0000-00-00 00:00:00
level	tute prave!	एकदम सही!	absolutely right!	grupo	0    	0000-00-00 00:00:00
level	pro tio mi volis paroli	इसलिए मैं बात करना चाहता था	that's why I wanted to talk	grupo	0    	0000-00-00 00:00:00
level	mi volis paroli kun vi	मैं तुमसे बात करना चाहता था	I wanted to talk to you	grupo	0    	0000-00-00 00:00:00
level	paroli kun vi ambaŭ nun	अभी तुम दोनों से बात करने के लिए	to talk to you both now	grupo	0    	0000-00-00 00:00:00
level	aŭskultu mi petas	कृपया मेरी बात पर ध्यान दीजिए	listen to me please	grupo	0    	0000-00-00 00:00:00
level	mi ofte tre ŝatas ~	मैं अक्सर वास्तव में ~ को पसंद करता हूं	I often really like ~	grupo	0    	0000-00-00 00:00:00
level	ŝatas plurajn personojn samtempe	एक साथ कई लोगों को पसंद करता है	likes several people at once	grupo	0    	0000-00-00 00:00:00
level	mi ŝatas plurajn personojn	मुझे कई लोग पसंद हैं	I like several people	grupo	0    	0000-00-00 00:00:00
level	ne gravas ĉu estas ~	इससे कोई फर्क नहीं पड़ता अगर यह ~ है	it doesn't matter if it's ~	grupo	0    	0000-00-00 00:00:00
level	ĉu estas viro aŭ virino	चाहे वह पुरुष हो या महिला	whether it is a man or a woman	grupo	0    	0000-00-00 00:00:00
level	kaj dum IJK okazis ~	और IJK के दौरान हुआ ~	and during IJK happened ~	grupo	0    	0000-00-00 00:00:00
level	okazis ke mi enamiĝis	ऐसा हुआ कि मुझे प्यार हो गया	it happened that I fell in love	grupo	0    	0000-00-00 00:00:00
level	mi enamiĝis al vi ambaŭ!	मुझे तुम दोनों से प्यार हो गया!	I fell in love with you both!	grupo	0    	0000-00-00 00:00:00
level	kaj ni ambaŭ al vi	और हम दोनों आपसे	and we both to you	grupo	0    	0000-00-00 00:00:00
level	ŝajne ni al vi	जाहिर तौर पर हम आपसे	apparently us to you	grupo	0    	0000-00-00 00:00:00
level	momenton, mi estas laca	एक मिनट रुको, मैं थक गया हूँ	wait a minute, I'm tired	grupo	0    	0000-00-00 00:00:00
level	tiom laca ke mi apenaŭ povas ~	इतना थक गया हूं कि मैं मुश्किल से ही ~ कर सकता हूं	so tired that I can hardly ~	grupo	0    	0000-00-00 00:00:00
level	mi apenaŭ povas pensi	मैं मुश्किल से सोच सकता हूँ	I can hardly think	grupo	0    	0000-00-00 00:00:00
level	ĉu mi ĝuste komprenis ke ~	क्या मैं इसे सही ढंग से समझ पाया ~	did I understand correctly that ~	grupo	0    	0000-00-00 00:00:00
level	Jes! vidu	हाँ! नज़र रखना	Yes! take a look	grupo	0    	0000-00-00 00:00:00
level	kun ĝojplena vizaĝo	प्रसन्न चेहरे के साथ	with a joyful face	grupo	0    	0000-00-00 00:00:00
level	desegnis grandan koron	एक बड़ा दिल खींचा	drew a big heart	grupo	0    	0000-00-00 00:00:00
level	desegnis grandan koron en la sablo	रेत पर एक बड़ा दिल बनाया	drew a big heart in the sand	grupo	0    	0000-00-00 00:00:00
level	en la sablo kaj skribis en ĝi	रेत में और उसमें लिखा	in the sand and wrote in it	grupo	0    	0000-00-00 00:00:00
level	skribis en ĝi "I J K"	इसमें लिखा है &quot;IJK&quot;	wrote in it "I J K"	grupo	0    	0000-00-00 00:00:00
level	post sekunda pripensado diris	एक दूसरे विचार के बाद कहा	after a second thought said	grupo	0    	0000-00-00 00:00:00
level	post pripensado diris "Jen nia IJK"	सोचने के बाद कहा &quot;यह हमारा IJK है&quot;	after thinking said "this is our IJK"	grupo	0    	0000-00-00 00:00:00
level	kaj ili ekridis!	और वे खिलखिला कर हँस पड़े!	and they burst out laughing!	grupo	0    	0000-00-00 00:00:00
level	ili ĉiuj ekridis!	वे सब जोर-जोर से हँसने लगे!	they all burst out laughing!	grupo	0    	0000-00-00 00:00:00
level	post sekunda pripensado kaj ili ridis	एक सेकंड के विचार के बाद और वे हँसे	after a second's thought and they laughed	grupo	0    	0000-00-00 00:00:00
level	Kabe diris "Jen nia IJK"	काबे ने कहा &quot;यह हमारा IJK है&quot;	Kabe said "this is our IJK"	grupo	0    	0000-00-00 00:00:00
level	ĉu vi sendis la aliĝilon?	क्या आपने आवेदन पत्र भेज दिया है?	have you sent the application form?	grupo	0    	0000-00-00 00:00:00
level	submetis aliĝilon al loka asocio	एक स्थानीय एसोसिएशन को एक पंजीकरण फॉर्म जमा किया	submitted a registration form to a local association	grupo	0    	0000-00-00 00:00:00
level	mendis grupe pere de la asocio	एसोसिएशन के माध्यम से एक समूह के रूप में आदेश दिया गया	ordered as a group through the association	grupo	0    	0000-00-00 00:00:00
level	submetis pere de retpoŝto	ईमेल के माध्यम से प्रस्तुत किया गया	submitted via email	grupo	0    	0000-00-00 00:00:00
level	ricevis konfirmilon de aliĝo	पंजीकरण की पुष्टि प्राप्त हुई	received a confirmation of registration	grupo	0    	0000-00-00 00:00:00
level	ne trovis kien submeti aliĝilon	यह पता नहीं चल सका कि पंजीकरण फॉर्म कहां जमा किया जाए	could not find where to submit a registration form	grupo	0    	0000-00-00 00:00:00
level	ĉu estas reta aliĝilo?	क्या कोई ऑनलाइन आवेदन पत्र है?	is there an online application form?	grupo	0    	0000-00-00 00:00:00
level	ĉu vi submetis paperan mendilon?	क्या आपने कोई कागजी आदेश प्रस्तुत किया?	did you submit a paper order?	grupo	0    	0000-00-00 00:00:00
level	ĉu oni devas pagi per eŭro?	क्या किसी को यूरो में भुगतान करना होगा?	do someone have to pay in euro?	grupo	0    	0000-00-00 00:00:00
level	ĉu eblas pagi surloke?	क्या मौके पर भुगतान करना संभव है?	is it possible to pay on the spot?	grupo	0    	0000-00-00 00:00:00
level	pagis sed ne ricevis kvitancon	भुगतान किया लेकिन रसीद नहीं मिली	paid but did not receive a receipt	grupo	0    	0000-00-00 00:00:00
level	povas pagi grupe pere de loka societo	स्थानीय सोसायटी के माध्यम से एक समूह के रूप में भुगतान कर सकते हैं	can pay as a group through local society	grupo	0    	0000-00-00 00:00:00
level	ĉu oni repagas se ne ĉeestus?	यदि मौजूद नहीं है तो क्या कोई रिफंड है?	is there a refund if not present?	grupo	0    	0000-00-00 00:00:00
level	ne mendis specialan programon	किसी विशेष कार्यक्रम का आदेश नहीं दिया	did not order a special program	grupo	0    	0000-00-00 00:00:00
level	kiel oni povas mendi aldone?	कोई अतिरिक्त ऑर्डर कैसे कर सकता है?	how can someone order additionally?	grupo	0    	0000-00-00 00:00:00
level	kiel oni povas pagi por aldona mendo?	कोई अतिरिक्त ऑर्डर के लिए भुगतान कैसे कर सकता है?	how can someone pay for an additional order?	grupo	0    	0000-00-00 00:00:00
level	ĉu ni povas vidi liston de aliĝintoj?	क्या हम पंजीकरण कराने वालों की सूची देख सकते हैं?	can we see a list of registrants?	grupo	0    	0000-00-00 00:00:00
level	mia nomo ne troviĝas en la listo de aliĝintoj	मेरा नाम पंजीकरण कराने वालों की सूची में नहीं है	my name is not in the list of registrants	grupo	0    	0000-00-00 00:00:00
level	ĉu vi bonvolus kontroli la liston?	क्या आप कृपया सूची की जाँच कर सकते हैं?	could you please check the list?	grupo	0    	0000-00-00 00:00:00
level	post la limdato de mendado	आदेश की समय सीमा के बाद	after the order deadline	grupo	0    	0000-00-00 00:00:00
level	ĉu oni povas aliĝi plu?	क्या कोई और भी जुड़ सकता है?	can someone join furthermore?	grupo	0    	0000-00-00 00:00:00
level	rezervi hotelon kune	एक साथ होटल बुक करने के लिए	to book a hotel together	grupo	0    	0000-00-00 00:00:00
level	oni rezervas hotelon, ĉu vi volas akompani?	कोई होटल बुक कर रहा है, क्या आप भी साथ आना चाहेंगे?	someone is booking a hotel, do you want to come along?	grupo	0    	0000-00-00 00:00:00
level	se estus libera ĉambro, mi volas tion rezervi	यदि कोई निःशुल्क कमरा हो, तो मैं उसे बुक करना चाहता हूँ	if there was a free room, I want to book it	grupo	0    	0000-00-00 00:00:00
level	ĉu eblas rezervi hotelon surloke?	क्या साइट पर होटल बुक करना संभव है?	is it possible to book a hotel on site?	grupo	0    	0000-00-00 00:00:00
level	ĉu ni aĉetu aviadilan bileton kune?	क्या हमें एक साथ हवाई जहाज का टिकट खरीदना चाहिए?	should we buy a plane ticket together?	grupo	0    	0000-00-00 00:00:00
level	bileto de kiu dato	किस तारीख से टिकट	ticket from which date	grupo	0    	0000-00-00 00:00:00
level	ĉu ni akompanu al la flug-haveno?	क्या हम आपके साथ हवाई अड्डे तक चलेंगे?	shall we accompany you to the airport?	grupo	0    	0000-00-00 00:00:00
level	ĉu estas iu gvidanto ĉe la flug-haveno?	क्या हवाई अड्डे पर कोई गाइड है?	is there a guide at the airport?	grupo	0    	0000-00-00 00:00:00
level	ĉu oni devas iri al la kongresejo per si mem?	क्या किसी को सम्मेलन स्थल पर अकेले जाना पड़ता है?	does someone have to go to the convention place by oneself?	grupo	0    	0000-00-00 00:00:00
level	giĉeto de la kongresejo	सम्मेलन स्थल का बॉक्स ऑफिस	box office of the convention place	grupo	0    	0000-00-00 00:00:00
level	mi pagis tamen mia nomŝildo ne troviĝas	मैंने भुगतान कर दिया लेकिन मेरा नाम टैग नहीं मिल सका	I paid but my name tag can't be found	grupo	0    	0000-00-00 00:00:00
level	volas registriĝi surloke	मौके पर ही पंजीकरण कराना चाहता है	wants to register on the spot	grupo	0    	0000-00-00 00:00:00
level	pagis grupe, tamen kial ne estas markita?	ग्रुप में भुगतान, फिर भी अंकित क्यों नहीं?	paid in group, yet why is it not marked?	grupo	0    	0000-00-00 00:00:00
level	kongresa sako kun kongresa libro kaj aliaj informiloj	सम्मेलन पुस्तक और अन्य सूचना सामग्री के साथ एक सम्मेलन बैग	a conference bag with conference book and other information materials	grupo	0    	0000-00-00 00:00:00
level	rektora halo, ekspozicio	रेक्टर हॉल, प्रदर्शनी	rector's hall, exhibition	grupo	0    	0000-00-00 00:00:00
level	malfermo kaj fermo	खोलना और बंद करना	opening and closing	grupo	0    	0000-00-00 00:00:00
level	ekzamenejo de KER (Kadro de Eŭropa Referenco)	केईआर (कॉमन यूरोपियन फ्रेमवर्क ऑफ रेफरेंस) परीक्षा स्थान	KER (Common European Framework of Reference) examination place	grupo	0    	0000-00-00 00:00:00
level	kongresa komitato	कांग्रेस समिति	congressional committee	grupo	0    	0000-00-00 00:00:00
level	komitato de asocio	एसोसिएशन समिति	association committee	grupo	0    	0000-00-00 00:00:00
level	kongresa bankedo	सम्मेलन भोज	convention banquet	grupo	0    	0000-00-00 00:00:00
level	Interkona Vespero	एक दूसरे को जानने की शाम	Evening of getting to know each other	grupo	0    	0000-00-00 00:00:00
level	solena inaŭguro	भव्य उद्घाटन	grand opening	grupo	0    	0000-00-00 00:00:00
level	Zamenhofa halo	ज़मेनहोफ़ हॉल	Zamenhof hall	grupo	0    	0000-00-00 00:00:00
level	IKU (Internacia Kongresa Universitato)	IKU (अंतर्राष्ट्रीय कांग्रेस विश्वविद्यालय)	IKU (International Congress University)	grupo	0    	0000-00-00 00:00:00
level	KER-ekzameno je kvar niveloj (Kadro de Eŭropa Referenco)	चार स्तरों पर केईआर परीक्षा (संदर्भ का सामान्य यूरोपीय ढांचा)	KER examination at four levels (Common European Framework of Reference)	grupo	0    	0000-00-00 00:00:00
level	internacia arta vespero	अंतर्राष्ट्रीय कला संध्या	international art evening	grupo	0    	0000-00-00 00:00:00
level	solena fermo	गंभीर समापन	solemn closing	grupo	0    	0000-00-00 00:00:00
level	libroservo kun esperanto-libroj	एस्पेरान्तो पुस्तकों के साथ पुस्तक सेवा	book service with Esperanto books	grupo	0    	0000-00-00 00:00:00
level	AIS (Akademio Internacia de la Sciencoj)	एआईएस (अंतर्राष्ट्रीय विज्ञान अकादमी)	AIS (International Academy of Sciences)	grupo	0    	0000-00-00 00:00:00
level	SAT (Sennacieca Asocio Tutmonda)	सैट (विश्व अराजकतावादी संघ)	SAT (World Anarchist Association)	grupo	0    	0000-00-00 00:00:00
level	prelegoj enuaj	उबाऊ व्याख्यान	boring lectures	grupo	0    	0000-00-00 00:00:00
level	deĵorantoj por diversaj fakoj	विभिन्न विभागों के लिए ड्यूटी अधिकारी	duty officers for various departments	grupo	0    	0000-00-00 00:00:00
level	deĵorantoj skipe kunlaboras	ब्यूटी अधिकारी एक टीम के रूप में सहयोग करते हैं	buty officers cooperate as a team	grupo	0    	0000-00-00 00:00:00
level	vojaĝa agento	एक यात्रा प्रतिनिधि	a travel agent	grupo	0    	0000-00-00 00:00:00
level	aviadila bileto	हवाई जहाज का टिकट	a plane ticket	grupo	0    	0000-00-00 00:00:00
level	nuligis la hotelon kaj aviadilan bileton	होटल और हवाई जहाज का टिकट रद्द कर दिया	canceled the hotel and plane ticket	grupo	0    	0000-00-00 00:00:00
level	kongresa kuriero	सम्मेलन कूरियर	convention courier	grupo	0    	0000-00-00 00:00:00
level	unua bulteno, dua bulteno	पहला न्यूज़लेटर, दूसरा न्यूज़लेटर	first newsletter, second newsletter	grupo	0    	0000-00-00 00:00:00
level	kongresa temo	कांग्रेस विषय	congress theme	grupo	0    	0000-00-00 00:00:00
level	paroligaj kursoj	बोलने का पाठ्यक्रम	speaking courses	grupo	0    	0000-00-00 00:00:00
level	provizoraj programoj	अस्थायी कार्यक्रम	temporary programs	grupo	0    	0000-00-00 00:00:00
level	ĝeneralaj kondiĉoj de mendado	आदेश देने की सामान्य शर्तें	general conditions of ordering	grupo	0    	0000-00-00 00:00:00
level	antaŭ-kongresaj ekskursoj	कांग्रेस-पूर्व दौरे	pre-congress tours	grupo	0    	0000-00-00 00:00:00
level	post-kongresa ekskurso	कांग्रेस के बाद का दौरा	a post-congress tour	grupo	0    	0000-00-00 00:00:00
level	tut-tagaj ekskursoj	पूरे दिन के दौरे	full-day tours	grupo	0    	0000-00-00 00:00:00
level	duon-tagaj ekskursoj	आधे दिन का दौरा	half-day tours	grupo	0    	0000-00-00 00:00:00
level	tabelo de dum-kongresaj ekskursoj	कांग्रेस के दौरों की एक तालिका	a table of during-congress tours	grupo	0    	0000-00-00 00:00:00
